beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"India Pale Ale","Perro Libre","IPA - American",6,55,,,,,,,,4.5,"2015-03-05 20:30:24",https://untappd.com/c/160187648,https://untappd.com/beer/702557,https://untappd.com/brewery/134493,Brazil,"São Paulo","São Paulo",,,,160187648,702557,134493,,3.9,3.89,,1,0
"Kojak IPA","Cervejaria Baldhead","IPA - American",6.5,62,,,,,,,,3.5,"2015-03-06 20:32:57",https://untappd.com/c/160474872,https://untappd.com/beer/616098,https://untappd.com/brewery/17080,Brazil,"Porto Alegre","Rio Grande do Sul",,,,160474872,616098,17080,,3.74,3.73,,0,0
"Green Cow IPA","Seasons Craft Brewery","IPA - American",6.2,62,,,,,,,,,"2015-03-06 20:33:19",https://untappd.com/c/160475080,https://untappd.com/beer/93494,https://untappd.com/brewery/17236,Brazil,"Porto Alegre","Rio Grande do Sul",,,,160475080,93494,17236,,4.05,4.04,,0,0
"Saison de Caju","Cervejaria Tupiniquim","Farmhouse Ale - Saison",6.8,28,,,,,,,,4,"2015-03-06 20:33:40",https://untappd.com/c/160475270,https://untappd.com/beer/666622,https://untappd.com/brewery/76097,Brazil,"Porto Alegre","Rio Grande do Sul",,,,160475270,666622,76097,,3.54,3.54,,0,0
Sculpin,"Ballast Point Brewing Company","IPA - American",7,70,,,,,,,,5,"2015-03-06 20:34:34",https://untappd.com/c/160475784,https://untappd.com/beer/5558,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,160475784,5558,68,,3.96,3.96,,0,0
"Jade IPA","Cerveja Therezópolis","IPA - American",6.5,50,,,,,,,,4,"2015-03-06 22:37:24",https://untappd.com/c/160559138,https://untappd.com/beer/668417,https://untappd.com/brewery/257521,Brazil,"Rio de Janeiro","Rio de Janeiro",,,,160559138,668417,257521,,3.36,3.37,,0,0
"Belgian Golden Ale","Saint Bier","Belgian Blonde",6,14,,"Ventuno Pub",Urussanga,SC,Brasil,-28.4947,-49.3155,,"2015-03-08 14:19:30",https://untappd.com/c/161311183,https://untappd.com/beer/842305,https://untappd.com/brewery/11724,Brazil,Forquilhinha,"Santa Catarina",,,,161311183,842305,11724,,3.54,3.54,,0,0
Weiss,"Saint Bier",Hefeweizen,5,14,,"Ventuno Pub",Urussanga,SC,Brasil,-28.4947,-49.3155,,"2015-03-08 14:20:02",https://untappd.com/c/161311318,https://untappd.com/beer/741317,https://untappd.com/brewery/11724,Brazil,Forquilhinha,"Santa Catarina",,,,161311318,741317,11724,,3.49,3.5,,0,0
Pilsen,"Saint Bier","Pilsner - Other",5.2,12,,"Ventuno Pub",Urussanga,SC,Brasil,-28.4947,-49.3155,,"2015-03-08 14:20:27",https://untappd.com/c/161311404,https://untappd.com/beer/119407,https://untappd.com/brewery/11724,Brazil,Forquilhinha,"Santa Catarina",,,,161311404,119407,11724,,3.29,3.31,,0,0
"Brooklyn Sorachi Ace","Brooklyn Brewery","Farmhouse Ale - Saison",7.2,34,,,,,,,,5,"2015-03-09 12:39:54",https://untappd.com/c/161575555,https://untappd.com/beer/8731,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,161575555,8731,259,,3.63,3.63,,0,0
"Saison Dupont","Brasserie Dupont","Farmhouse Ale - Saison",6.5,30,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,4.5,"2015-03-09 23:04:29",https://untappd.com/c/161694283,https://untappd.com/beer/8073,https://untappd.com/brewery/189,Belgium,Tourpes,Wallonie,,,,161694283,8073,189,https://untappd.s3.amazonaws.com/photo/2015_03_10/e46a0f1271d2804a7c3f5308d86473e9_raw.jpg,3.71,3.71,,0,0
"Rubine Bock","Cerveja Therezópolis","Bock - Single / Traditional",6.5,20,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,3.5,"2015-03-10 00:36:51",https://untappd.com/c/161716216,https://untappd.com/beer/155672,https://untappd.com/brewery/257521,Brazil,"Rio de Janeiro","Rio de Janeiro",,,,161716216,155672,257521,,3.42,3.43,,0,0
"90 Minute Imperial IPA","Dogfish Head Craft Brewery","IPA - Imperial / Double",9,90,,"Casa da Ana",Criciúma,SC,Brasil,-28.6819,-49.3602,4,"2015-03-12 00:16:08",https://untappd.com/c/162103900,https://untappd.com/beer/8056,https://untappd.com/brewery/459,"United States",Milton,DE,,,,162103900,8056,459,,4.05,4.05,,0,0
"Session India Pale Lager","Perro Libre","Lager - IPL (India Pale Lager)",4.8,32,,,,,,,,4,"2015-03-12 19:45:12",https://untappd.com/c/162222770,https://untappd.com/beer/702527,https://untappd.com/brewery/134493,Brazil,"São Paulo","São Paulo",,,,162222770,702527,134493,https://untappd.s3.amazonaws.com/photo/2015_03_12/0053853a363c46e23d57eb0aa7ae0f11_raw.jpg,3.72,3.72,,0,0
IPA,"Cervejaria Schornstein","IPA - American",6.5,45,,"BierMarkt Vom Fass","Porto Alegre",RS,Brasil,-30.0216,-51.2035,3.5,"2015-03-12 22:59:52",https://untappd.com/c/162320094,https://untappd.com/beer/167589,https://untappd.com/brewery/9675,Brazil,Pomerode,"Santa Catarina",,,,162320094,167589,9675,,3.9,3.9,,0,0
"India""MANTRA""Ale",Maniba,"IPA - American",6.4,60,,"BierMarkt Vom Fass","Porto Alegre",RS,Brasil,-30.0216,-51.2035,4,"2015-03-12 23:49:08",https://untappd.com/c/162339951,https://untappd.com/beer/556466,https://untappd.com/brewery/68382,Brazil,"Novo Hamburgo","Rio Grande do Sul",,,,162339951,556466,68382,,3.89,3.86,,1,0
"Extra Fancy IPA","Cervejaria Tupiniquim","IPA - American",6.3,70,,"BierMarkt Vom Fass","Porto Alegre",RS,Brasil,-30.0216,-51.2035,3.5,"2015-03-12 23:49:55",https://untappd.com/c/162340258,https://untappd.com/beer/626063,https://untappd.com/brewery/76097,Brazil,"Porto Alegre","Rio Grande do Sul",,,,162340258,626063,76097,,3.91,3.89,,0,0
Sculpin,"Ballast Point Brewing Company","IPA - American",7,70,"Melhor IPA",,,,,,,5,"2015-03-13 20:23:15",https://untappd.com/c/162567625,https://untappd.com/beer/5558,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,162567625,5558,68,,3.96,3.96,,0,0
"Avec Les Bons Vœux","Brasserie Dupont","Farmhouse Ale - Saison",9.5,28,,,,,,,,5,"2015-03-14 20:39:34",https://untappd.com/c/163140174,https://untappd.com/beer/882,https://untappd.com/brewery/189,Belgium,Tourpes,Wallonie,,,,163140174,882,189,,3.83,3.83,,0,0
"American IPA","Cervejaria Elementum","IPA - American",6.2,60,,"Le Grand Burger","Porto Alegre",RS,Brasil,-30.0202,-51.2025,4,"2015-03-14 23:23:51",https://untappd.com/c/163270312,https://untappd.com/beer/557781,https://untappd.com/brewery/102789,Brazil,"Estância Velha","Rio Grande do Sul",,,,163270312,557781,102789,https://untappd.s3.amazonaws.com/photo/2015_03_15/5a3f389956a814b2de0de40941772512_raw.jpg,3.68,3.69,,0,0
"Tank 7","Boulevard Brewing Co.","Farmhouse Ale - Saison",8.5,38,,,,,,,,4.5,"2015-03-15 13:11:20",https://untappd.com/c/163399867,https://untappd.com/beer/10891,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,163399867,10891,1514,,3.78,3.78,,0,0
Sofie,"Goose Island Beer Co.","Farmhouse Ale - Saison",6.5,20,,,,,,,,5,"2015-03-15 14:06:33",https://untappd.com/c/163413076,https://untappd.com/beer/6807,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,,163413076,6807,2898,,3.75,3.75,,0,0
"Hot Lager","Cervejas Barco","Spiced / Herbed Beer",5.5,14,"Cerveja na rua melhor coisa desse país",,,,,,,3,"2015-03-15 18:21:32",https://untappd.com/c/163512643,https://untappd.com/beer/475775,https://untappd.com/brewery/27951,Brazil,Forquilhinha,"Santa Catarina",,,,163512643,475775,27951,,3.29,3.36,,0,0
"Pinhão Barley Wine","Cervejaria Insana","Barleywine - English",8.5,0,,,,,,,,,"2015-03-15 23:16:38",https://untappd.com/c/163638187,https://untappd.com/beer/764085,https://untappd.com/brewery/21149,Brazil,Palmas,Paraná,,,,163638187,764085,21149,,3.45,3.47,,0,0
"Nastro Azzurro","Birra Peroni","Lager - Euro Pale",5.1,0,"Decent lager","Dino's Cafe",Boston,MA,"United States",42.3651,-71.0554,3.5,"2015-04-06 19:41:31",https://untappd.com/c/170384780,https://untappd.com/beer/7427,https://untappd.com/brewery/1921,Italy,Roma,Lazio,,,,170384780,7427,1921,https://untappd.s3.amazonaws.com/photo/2015_04_06/3d8d81ee2ca01ff0491569cce6fe88d4_raw.jpg,3.15,3.15,,0,0
"Grapefruit Sculpin","Ballast Point Brewing Company","IPA - American",7,70,"Semana de aniversário merece ❤","The Salty Pig",Boston,MA,"United States",42.3472,-71.0761,4.5,"2015-04-07 15:49:04",https://untappd.com/c/170533537,https://untappd.com/beer/285658,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,170533537,285658,68,https://untappd.s3.amazonaws.com/photo/2015_04_07/822a7eec10a6e2a104ee8520602c4d9f_raw.jpg,3.96,3.96,,0,0
"Prohibition Ale","Speakeasy Ales & Lagers","Red Ale - American Amber / Red",6.1,45,,"House of Blues",Boston,MA,"United States",42.3472,-71.0958,3.5,"2015-04-12 18:22:23",https://untappd.com/c/172429843,https://untappd.com/beer/13105,https://untappd.com/brewery/1177,"United States","San Francisco",CA,,,,172429843,13105,1177,,3.54,3.54,,0,0
"Helles Schlenkerla Lagerbier","Schlenkerla (""Heller-Bräu"" Trum)","Lager - Helles",4.3,30,,"Death Star",Brookline,MA,"United States",42.3498,-71.127,3.5,"2015-04-15 18:01:09",https://untappd.com/c/173020789,https://untappd.com/beer/19471,https://untappd.com/brewery/2001,Germany,Bamberg,Bayern,,,,173020789,19471,2001,https://untappd.s3.amazonaws.com/photo/2015_04_15/608863110689853d3cab755ed736d0ce_raw.jpg,3.49,3.49,,0,0
"312 Urban Wheat Ale","Goose Island Beer Co.","Wheat Beer - American Pale Wheat",4.2,18,,"Death Star",Brookline,MA,"United States",42.3498,-71.127,3.5,"2015-04-15 18:02:58",https://untappd.com/c/173021273,https://untappd.com/beer/5925,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,,173021273,5925,2898,,3.43,3.43,,0,0
"Dado Bier IPA","Dado Bier","IPA - American",6.2,58,"Prestigiando minha querida Porto Alegre","Death Star",Brookline,MA,"United States",42.3498,-71.127,4,"2015-04-22 19:38:52",https://untappd.com/c/175263226,https://untappd.com/beer/674141,https://untappd.com/brewery/5717,Brazil,"Porto Alegre","Rio Grande do Sul",,,,175263226,674141,5717,https://untappd.s3.amazonaws.com/photo/2015_04_22/274ecd530837e782cd531866cb04b594_raw.jpg,3.48,3.5,,1,0
"Crisp Apple","Angry Orchard Cider Company","Cider - Sweet",5,10,finals,"Snell Library",Boston,MA,"United States",42.3384,-71.0875,3.5,"2015-04-23 20:10:43",https://untappd.com/c/175523495,https://untappd.com/beer/84251,https://untappd.com/brewery/16455,"United States",Walden,NY,,,,175523495,84251,16455,,3.53,3.53,,0,0
"Le Freak","Green Flash Brewing Company","IPA - Belgian",9.2,101,,"Saus Restaurant",Boston,MA,"United States",42.3611,-71.0571,4.5,"2015-04-24 11:54:24",https://untappd.com/c/175669508,https://untappd.com/beer/4965,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,175669508,4965,609,https://untappd.s3.amazonaws.com/photo/2015_04_24/bf23bc9bb44e6f8a8d944f71e1c93e31_raw.jpg,3.78,3.78,,0,0
"La Chouffe Blond","Brasserie d'Achouffe","Belgian Strong Golden Ale",8,20,,,,,,,,4.5,"2015-04-25 23:54:16",https://untappd.com/c/176651538,https://untappd.com/beer/52593,https://untappd.com/brewery/11866,Belgium,Achouffe,Wallonie,,,,176651538,52593,11866,https://untappd.s3.amazonaws.com/photo/2015_04_26/707b15ce06169dc4e966c2ace22a24ce_raw.jpg,3.83,3.83,,0,0
"312 Urban Wheat Ale","Goose Island Beer Co.","Wheat Beer - American Pale Wheat",4.2,18,,"Death Star",Brookline,MA,"United States",42.3498,-71.127,3.5,"2015-04-27 22:21:38",https://untappd.com/c/177200365,https://untappd.com/beer/5925,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,,177200365,5925,2898,https://untappd.s3.amazonaws.com/photo/2015_04_28/19a61e5453b7260a76268d8c0c33034f_raw.jpg,3.43,3.43,,0,0
"Festweisse (TAP04)","Schneider Weisse G. Schneider & Sohn",Hefeweizen,6.2,28,,,,,,,,4.5,"2015-04-28 20:30:18",https://untappd.com/c/177353300,https://untappd.com/beer/11827,https://untappd.com/brewery/1023,Germany,Kelheim,Bayern,,,,177353300,11827,1023,https://untappd.s3.amazonaws.com/photo/2015_04_29/8d379790762dd4bfd753df63e0349b5a_raw.jpg,3.67,3.67,,0,0
"60 Minute IPA","Dogfish Head Craft Brewery","IPA - American",6,60,,,,,,,,5,"2015-04-29 19:54:41",https://untappd.com/c/177551347,https://untappd.com/beer/3952,https://untappd.com/brewery/459,"United States",Milton,DE,,,,177551347,3952,459,,3.85,3.85,,0,0
"6 O'Clock","Cervejaria Invicta","IPA - American",5.8,60,,,,,,,,4.5,"2015-04-30 18:51:34",https://untappd.com/c/177778482,https://untappd.com/beer/648256,https://untappd.com/brewery/27854,Brazil,"Ribeirão Preto","São Paulo",,,,177778482,648256,27854,https://untappd.s3.amazonaws.com/photo/2015_04_30/83db7ca4cecf5fa45cc7835742cd02ae_raw.jpg,3.81,3.81,,0,0
"Hardcore IPA",BrewDog,"IPA - Imperial / Double",9.2,150,,"The Haven",Boston,MA,"United States",42.3218,-71.1105,5,"2015-05-12 19:41:31",https://untappd.com/c/181775129,https://untappd.com/beer/5707,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,181775129,5707,241,https://untappd.s3.amazonaws.com/photo/2015_05_12/0d371951d73e942d9a019badfc304409_raw.jpg,3.92,3.92,,0,0
"Hop Nosh IPA","Uinta Brewing Company","IPA - American",7.3,82,,"Brendan Behan Pub",Boston,MA,"United States",42.3221,-71.1094,4.25,"2015-05-12 20:45:54",https://untappd.com/c/181805346,https://untappd.com/beer/555987,https://untappd.com/brewery/1304,"United States","Salt Lake City",UT,,,,181805346,555987,1304,,3.73,3.73,,0,0
"Titan IPA","Great Divide Brewing Company","IPA - American",7.1,65,,"Brendan Behan Pub",Boston,MA,"United States",42.3221,-71.1094,4.25,"2015-05-12 21:55:47",https://untappd.com/c/181836823,https://untappd.com/beer/918,https://untappd.com/brewery/604,"United States",Denver,CO,,,,181836823,918,604,,3.64,3.64,,0,0
"Mass Rising","Jack's Abby Craft Lagers","Lager - IPL (India Pale Lager)",8,100,,"La Brasa",Somerville,MA,"United States",42.3879,-71.0844,4.25,"2015-05-13 21:00:04",https://untappd.com/c/182066772,https://untappd.com/beer/445956,https://untappd.com/brewery/14088,"United States",Framingham,MA,,,,182066772,445956,14088,,3.88,3.87,,0,0
"The Waldos' Special Ale (AKA Waldo's 420) (2015)","Lagunitas Brewing Company","IPA - Triple",11.1,84,,"Yard House Boston-Fenway - Fenway Triangle",Boston,MA,"United States",42.3453,-71.1,5,"2015-05-14 15:23:29",https://untappd.com/c/182217430,https://untappd.com/beer/1042105,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,182217430,1042105,765,https://untappd.s3.amazonaws.com/photo/2015_05_14/4c675525de27054b29df6ff0295c2538_raw.jpg,4.16,4.16,,0,0
"Take 5","Harpoon Brewery","IPA - Session / India Session Ale",4.3,43,,,,,,,,3,"2015-05-15 19:52:08",https://untappd.com/c/182684036,https://untappd.com/beer/1017330,https://untappd.com/brewery/634,"United States",Boston,MA,,,,182684036,1017330,634,https://untappd.s3.amazonaws.com/photo/2015_05_15/83dbe64f82d9c12a96a6650579f30770_raw.jpg,3.54,3.54,,0,0
"Harpoon IPA","Harpoon Brewery","IPA - American",6,42,"Crappy IPA","Harpoon Brewery",Boston,MA,"United States",42.3469,-71.0344,3,"2015-05-15 20:34:26",https://untappd.com/c/182718075,https://untappd.com/beer/5928,https://untappd.com/brewery/634,"United States",Boston,MA,,,,182718075,5928,634,,3.5,3.5,,0,0
"Citrus & Piney","The Hop Concept","IPA - Imperial / Double",8.5,75,,"Sunset Grill & Tap",Allston,MA,"United States",42.3528,-71.1316,3.5,"2015-05-22 18:27:03",https://untappd.com/c/184958816,https://untappd.com/beer/1026168,https://untappd.com/brewery/172284,"United States","San Marcos",CA,,,,184958816,1026168,172284,,3.88,3.88,,0,0
Hoptimum,"Sierra Nevada Brewing Co.","IPA - Triple",11,68,,"Sunset Grill & Tap",Allston,MA,"United States",42.3528,-71.1316,4.25,"2015-05-22 19:14:06",https://untappd.com/c/184991648,https://untappd.com/beer/11810,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,184991648,11810,1142,,3.95,3.95,,0,0
"La Fin du Monde",Unibroue,"Belgian Tripel",9,19,,"Sunset Grill & Tap",Allston,MA,"United States",42.3528,-71.1316,5,"2015-05-22 20:06:14",https://untappd.com/c/185030280,https://untappd.com/beer/6988,https://untappd.com/brewery/1307,Canada,Chambly,QC,,,,185030280,6988,1307,,3.96,3.96,,0,0
"Hercules Double IPA","Great Divide Brewing Company","IPA - Imperial / Double",10,85,,"The Tip Tap Room",Boston,MA,"United States",42.3612,-71.064,4.5,"2015-05-27 21:49:13",https://untappd.com/c/186990962,https://untappd.com/beer/419,https://untappd.com/brewery/604,"United States",Denver,CO,,,,186990962,419,604,https://untappd.s3.amazonaws.com/photo/2015_05_28/070e238a9764c3ee2bb69d65eb89b956_raw.jpg,3.82,3.82,,0,0
"Backseat Berner","Otter Creek Brewing","IPA - American",7,68,,"The Tip Tap Room",Boston,MA,"United States",42.3612,-71.064,4,"2015-05-27 22:37:37",https://untappd.com/c/187009455,https://untappd.com/beer/1004953,https://untappd.com/brewery/959,"United States",Middlebury,VT,,,,187009455,1004953,959,,3.7,3.7,,0,0
"Hop Hunter","Sierra Nevada Brewing Co.","IPA - American",6.2,60,,"Sweet Cheeks Q",Boston,MA,"United States",42.3437,-71.1013,4.25,"2015-06-02 17:46:15",https://untappd.com/c/188994318,https://untappd.com/beer/568188,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,188994318,568188,1142,https://untappd.s3.amazonaws.com/photo/2015_06_02/c2dd5b1963cce26372550563564d96be_raw.jpg,3.78,3.78,,0,0
Bellevue,"7 Fjell Bryggeri","Pale Ale - American",5.3,45,,"Una Bryggeri & Kjøkken",Bergen,Hordaland,Norge,60.3962,5.32514,4,"2015-06-06 17:31:14",https://untappd.com/c/190156127,https://untappd.com/beer/976339,https://untappd.com/brewery/92102,Norway,Bergen,Hordaland,,,,190156127,976339,92102,,3.7,3.7,,1,0
Vestkyst,"Kinn Bryggeri","IPA - American",7,100,,BarBarista,Bergen,Hordaland,Norge,60.3974,5.32615,4.25,"2015-06-06 18:18:18",https://untappd.com/c/190168718,https://untappd.com/beer/29512,https://untappd.com/brewery/5233,Norway,Florø,"Sogn og Fjordane",,,,190168718,29512,5233,,3.86,3.85,,0,0
"Sriracha Stout","Rogue Ales","Chilli / Chile Beer",5.7,55,,,,,,,,4.5,"2015-06-06 19:56:35",https://untappd.com/c/190212832,https://untappd.com/beer/746521,https://untappd.com/brewery/4565,"United States",Newport,OR,,,,190212832,746521,4565,,3.32,3.33,,0,0
"Mauritz Hage Bringebær","Voss Bryggeri","Fruit Beer",4.7,0,"Tasty but light","Una Bryggeri & Kjøkken",Bergen,Hordaland,Norge,60.3962,5.32514,3.5,"2015-06-08 19:19:00",https://untappd.com/c/191073738,https://untappd.com/beer/391231,https://untappd.com/brewery/61921,Norway,Vossavangen,Hordaland,,,,191073738,391231,61921,,3.31,3.35,,1,0
"Lys Pale Ale","Voss Bryggeri","Pale Ale - American",4.7,0,,"Una Bryggeri & Kjøkken",Bergen,Hordaland,Norge,60.3962,5.32514,4,"2015-06-08 19:30:46",https://untappd.com/c/191075091,https://untappd.com/beer/741896,https://untappd.com/brewery/61921,Norway,Vossavangen,Hordaland,,,,191075091,741896,61921,,3.68,3.68,,1,0
Oregonian,"Voss Bryggeri","Pale Ale - American",6,42,"Beer tasting","Una Bryggeri & Kjøkken",Bergen,Hordaland,Norge,60.3962,5.32514,4.75,"2015-06-08 19:38:20",https://untappd.com/c/191075910,https://untappd.com/beer/350643,https://untappd.com/brewery/61921,Norway,Vossavangen,Hordaland,,,,191075910,350643,61921,https://untappd.s3.amazonaws.com/photo/2015_06_08/cefa34c543ee283a267ef5c587451770_raw.jpg,3.85,3.84,,1,0
Natabjødn,"Voss Bryggeri","Brown Ale - English",5.5,26,,"Una Bryggeri & Kjøkken",Bergen,Hordaland,Norge,60.3962,5.32514,4,"2015-06-08 19:49:31",https://untappd.com/c/191077269,https://untappd.com/beer/441461,https://untappd.com/brewery/61921,Norway,Vossavangen,Hordaland,,,,191077269,441461,61921,https://untappd.s3.amazonaws.com/photo/2015_06_08/751699805fc322241c91e85ba1f68c28_raw.jpg,3.51,3.53,,1,0
"Engelsk IPA","Voss Bryggeri","IPA - English",6.5,0,,"Una Bryggeri & Kjøkken",Bergen,Hordaland,Norge,60.3962,5.32514,4,"2015-06-08 20:04:17",https://untappd.com/c/191079158,https://untappd.com/beer/789037,https://untappd.com/brewery/61921,Norway,Vossavangen,Hordaland,,,,191079158,789037,61921,,3.61,3.63,,1,0
"VPA Vossa Pale Ale","Voss Bryggeri","IPA - International",6.5,0,,"Una Bryggeri & Kjøkken",Bergen,Hordaland,Norge,60.3962,5.32514,4,"2015-06-08 20:23:41",https://untappd.com/c/191081604,https://untappd.com/beer/480271,https://untappd.com/brewery/61921,Norway,Vossavangen,Hordaland,,,,191081604,480271,61921,,3.74,3.74,,1,0
"Ut På Tur","Voss Bryggeri","Spiced / Herbed Beer",7.5,0,,"Una Bryggeri & Kjøkken",Bergen,Hordaland,Norge,60.3962,5.32514,,"2015-06-08 20:42:10",https://untappd.com/c/191084110,https://untappd.com/beer/863775,https://untappd.com/brewery/61921,Norway,Vossavangen,Hordaland,,,,191084110,863775,61921,,3.41,3.49,,1,0
"Tiki Porter","Voss Bryggeri","Porter - Other",6.5,0,,"Una Bryggeri & Kjøkken",Bergen,Hordaland,Norge,60.3962,5.32514,,"2015-06-08 20:54:02",https://untappd.com/c/191085777,https://untappd.com/beer/875350,https://untappd.com/brewery/61921,Norway,Vossavangen,Hordaland,,,,191085777,875350,61921,,3.54,3.61,,1,0
"Hansa Spesial IPA","Hansa Borg Bryggerier","IPA - Session / India Session Ale",4.7,50,,,,,,,,,"2015-06-10 22:59:33",https://untappd.com/c/191537144,https://untappd.com/beer/447260,https://untappd.com/brewery/14089,Norway,Bergen,Hordaland,,,,191537144,447260,14089,https://untappd.s3.amazonaws.com/photo/2015_06_10/8aee3c2dcde648dd8c3a9a9a7009d2ec_raw.jpg,3.3,3.31,,0,0
"Ulriken Double IPA","7 Fjell Bryggeri","IPA - Imperial / Double",8.5,100,,"Henrik Øl- & Vinstove",Bergen,Hordaland,Norge,60.3918,5.32054,4.5,"2015-06-10 23:01:48",https://untappd.com/c/191537694,https://untappd.com/beer/898857,https://untappd.com/brewery/92102,Norway,Bergen,Hordaland,,,,191537694,898857,92102,https://untappd.s3.amazonaws.com/photo/2015_06_10/8a0b12f9fe4ffd3b87a124efed6a7384_raw.jpg,3.83,3.83,,1,0
"Henrik IPA","Amager Bryghus","IPA - American",6.5,0,,"Henrik Øl- & Vinstove",Bergen,Hordaland,Norge,60.3918,5.32054,3.5,"2015-06-10 23:47:01",https://untappd.com/c/191550144,https://untappd.com/beer/1002221,https://untappd.com/brewery/1950,Denmark,Kastrup,"Region Sjælland",,,,191550144,1002221,1950,,3.92,3.82,,0,0
"The Somerton Man's Last Drink","Amager Bryghus","Pilsner - Imperial / Double",8.2,0,,"Henrik Øl- & Vinstove",Bergen,Hordaland,Norge,60.3918,5.32054,4.25,"2015-06-11 00:24:46",https://untappd.com/c/191562690,https://untappd.com/beer/830868,https://untappd.com/brewery/1950,Denmark,Kastrup,"Region Sjælland",,,,191562690,830868,1950,,3.51,3.58,,0,0
"Franziskaner Premium Weissbier Naturtrüb",Spaten-Franziskaner-Löwenbräu-Gruppe,Hefeweizen,5,12,,Pllek,Amsterdam,Noord-Holland,Nederland,52.399,4.89316,4.5,"2015-06-16 19:36:44",https://untappd.com/c/193614427,https://untappd.com/beer/14564,https://untappd.com/brewery/1176,Germany,Munich,Bayern,,,,193614427,14564,1176,,3.71,3.71,,0,0
IPA,"Brouwerij 't IJ","IPA - Belgian",6.5,50,,"Hannekes Boom",Amsterdam,Noord-Holland,Nederland,52.3761,4.91168,4.5,"2015-06-17 17:02:22",https://untappd.com/c/193829736,https://untappd.com/beer/72136,https://untappd.com/brewery/261,Netherlands,Amsterdam,Noord-Holland,,,,193829736,72136,261,https://untappd.s3.amazonaws.com/photo/2015_06_17/a978755bccb60a4c9dba7bae2918d911_raw.jpg,3.57,3.57,,0,0
Zatte,"Brouwerij 't IJ","Belgian Tripel",8,19,,"Hannekes Boom",Amsterdam,Noord-Holland,Nederland,52.3761,4.91168,4.5,"2015-06-17 17:17:33",https://untappd.com/c/193830507,https://untappd.com/beer/906,https://untappd.com/brewery/261,Netherlands,Amsterdam,Noord-Holland,,,,193830507,906,261,https://untappd.s3.amazonaws.com/photo/2015_06_17/8655c9ff67da03f77f775dbdcf2cc9de_raw.jpg,3.62,3.62,,0,0
"Allgäuer Büble Bier Edelweissbier","Allgäuer Brauhaus",Hefeweizen,5.3,13,,"Allegretto Gran Caffè",Berlin,Berlin,Deutschland,52.5206,13.4012,4.25,"2015-06-18 16:24:15",https://untappd.com/c/194068158,https://untappd.com/beer/230057,https://untappd.com/brewery/4674,Germany,"Kempten (Allgäu)",Bayern,,,,194068158,230057,4674,https://untappd.s3.amazonaws.com/photo/2015_06_18/2a96b6b938215cc66c0d089b2c289623_raw.jpg,3.53,3.53,,0,0
"Berliner Pilsner",Berliner-Kindl-Schultheiss-Brauerei,"Pilsner - German",5,30,,"Hard Rock Cafe Berlin",Berlin,Berlin,Deutschland,52.5031,13.3294,,"2015-06-18 21:28:12",https://untappd.com/c/194111543,https://untappd.com/beer/6578,https://untappd.com/brewery/1582,Germany,Berlin,Berlin,,,,194111543,6578,1582,https://untappd.s3.amazonaws.com/photo/2015_06_18/d95e470f2c1c89f92c38414ed127e7a6_raw.jpg,3.06,3.06,,0,0
Weizen,"Eschenbräu Berlin",Hefeweizen,4.8,19,,Eschenbräu,Berlin,Berlin,Deutschland,52.5436,13.3596,,"2015-06-19 00:08:27",https://untappd.com/c/194159360,https://untappd.com/beer/207410,https://untappd.com/brewery/9048,Germany,Berlin,Berlin,,,,194159360,207410,9048,https://untappd.s3.amazonaws.com/photo/2015_06_18/3fbfbf5afce7742eeea8dc09d3d20d4b_raw.jpg,3.58,3.61,,0,0
"Landskron Premium Pilsner","Landskron Brauerei Görlitz","Pilsner - German",4.8,0,,Cottbus,,Brandenburg,Deutschland,51.7572,14.3357,,"2015-06-19 20:01:43",https://untappd.com/c/194408854,https://untappd.com/beer/304485,https://untappd.com/brewery/3413,Germany,Görlitz,Sachsen,,,,194408854,304485,3413,https://untappd.s3.amazonaws.com/photo/2015_06_19/d3a414cb071d9c5a12a122af9cd2928e_raw.jpg,3.15,3.18,,0,0
